,0,1
0,5.0,219.153584700589
1,6.0,219.15437257630242
2,7.0,219.15309007505692
3,8.0,219.1535810832175
4,9.0,219.1534238069194
5,10.0,219.15427708793544
6,11.0,219.15409604139148
7,12.0,219.1543193384546
8,13.0,219.15407813934226
9,14.0,219.15439348142652
10,15.0,219.1550983499505
